"name","roaster","roaster_country","roast","rating","review"
"Ethiopia Guji Natural Water-Processed Decaf","Jackrabbit Java","United States","Medium-Light",90,"Sweetly nut- and cocoa-toned. Cashew butter, cocoa powder, magnolia, date, oak in aroma and cup. Sweet structure with gentle acidity; full, syrupy mouthfeel. Crisp finish with leading notes of cashew and cocoa powder that round toward sweet magnolia in the long.  A fine decaf cup that displays much of the sweetness and florality associated with its admired origin, the Guji Zone of southern Ethiopia."
"Kilauea Volcano Champagne Natural","Paradise Roasters","United States","Light",95,"Exceptionally bright, vibrantly pungent. Guava, cherry blossom, cocoa nib, nougat, sandalwood in aroma and cup. Balanced, sweetly tart structure with big, juicy acidity; plush, syrupy-smooth mouthfeel. The satisfying, flavor-saturated finish carries on and on.  An experimentally processed coffee that is as lively as its name implies, both in terms of its high-toned fruit profile and its Champagne-like (sparkling, phosphoric) acidity."
"Nicaragua La Benedicion SL28 Natural","Paradise Roasters","United States","Light",94,"Deep, chocolaty, fruit-forward. Black cherry, almond nougat, frankincense, fresh-cut oak, honey in aroma and cup. Sweet-tart structure with bright, winy acidity; viscous, creamy mouthfeel. Focused fruit-forward finish with undertones of honey. Interesting for several reasons: variety (Kenya’s famous SL28), origin (Nicaragua) and processing method (dried-in-the-fruit or natural) — a trifecta of compelling reasons to experience this innovative coffee."
"Colombia Tolima Geisha","Paradise Roasters","United States","Light",94,"Delicate, fruit- and floral-toned. Apricot, honeysuckle, cocoa nib, white peppercorn, myrrh in aroma and cup. Deeply sweet structure with gently bright acidity; silky-smooth mouthfeel. Quiet but pretty finish with notes of apricot and white peppercorn and a hint of honeysuckle in the long. A complex, original washed-process Colombia Geisha that hits all of the celebrated Geisha notes: stonefruit, sweet flowers, gentle spice notes, crisp cocoa."
"Classic Blend (FTO, RFA)","Wheelys Cafe Taiwan","Taiwan","Medium",93,"Evaluated as espresso. Deeply sweet, cocoa and nut-toned. Date, Nutella, narcissus, oak, a hint of thyme in aroma and small cup. Full, syrupy mouthfeel; cocoa-driven finish. In three parts milk, suggests liquid Nutella with undertones of narcissus. An exceptionally sweet espresso blend with pretty chocolate and hazelnut notes throughout. Especially rich in three parts milk."
"Galapagos La Tortuga","Paradise Roasters","United States","Medium-Light",92,"Sweetly nut- and caramel-toned. Cashew butter, caramel, agave syrup, plum, fresh-cut oak in aroma and cup. Sweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. Finish consolidates to notes of cashew and caramel. A delicate, intriguing, richly sweet cup from the famous Galapagos Islands."
"South Africa Elephant Coast Estate Coffea Racemosa","Paradise Roasters","United States","Medium-Light",92,"Richly bittersweet, deep-toned. Hop flowers, pink peppercorn, tangerine zest, quince, fresh-cut fir in aroma and cup. Sweet-savory structure with friendly, accessible acidity; satiny-smooth mouthfeel. The bittersweet finish centers around tangerine zest and quince. While basically sweet, this coffee’s main impulses are a unique and intriguing citrus-zest-like bittersweetness with savory floral underpinnings. "
"Titan Blend (FTO)","Wheelys Café Taiwan","Taiwan","Medium",93,"Evaluated as espresso. High-toned, richly sweet-tart. Red plum, dark chocolate, almond nougat, lemon verbena, cedar in aroma and small cup. Crisp, velvety mouthfeel; chocolaty finish with hints of almond nougat and plum. In cappuccino-scaled milk a lily-like floral note surfaces.  Deep, rich, chocolaty: an espresso blend with top notes of stone fruit and bottom notes of dark chocolate and cedar."
"Ethiopia Guji Hambela Buku Abel Natural G1","Atom Coffee Roasters","Taiwan","Medium-Light",93,"Fruit-forward, sweetly nut-toned. Blueberry, almond butter, baking chocolate, narcissus, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, creamy mouthfeel. The resonant finish centers around notes of blueberry and baking chocolate with undertones of cedar. A cleanly fruit-toned natural-processed Ethiopia cup with prominent berry and chocolate notes throughout and a particularly full mouthfeel."
"Ethiopia Haro Guta Natural","David's Nose","Taiwan","Light",94,"Richly aromatic, sweetly tart. Boysenberry, star jasmine, cocoa nib, almond nougat, a hint of wine barrel in aroma and cup. Tart-leaning structure with juicy, vibrant acidity; lush, syrupy mouthfeel. Notes of boysenberry and cocoa nib animate the crisply sweet finish. Delicately fruit-forward, intricately balanced, berry and cocoa-driven with bright, juicy acidity."
"Ethiopia Yirgacheffe Harfusa G1","Atom Coffee Roasters","Taiwan","Medium-Light",93,"Delicately sweet, spicy. Apricot, freesia-like flowers, hazelnut butter, pink peppercorn, cocoa nib in aroma and cup. Sweet-toned structure with lively, citrusy acidity; silky-smooth mouthfeel. Finish consolidates to notes of apricot and pink peppercorn supported by cocoa nib.  A quietly engaging washed Ethiopia cup with juicy acidity and sweet spice tones as a compelling throughline."
"Kenya AA Kirinyaga Kii","94 Fresh Coffee","Taiwan","Medium-Light",95,"Deep-toned, richly sweet-savory. Red currant, hop flowers, cocoa nib, butterscotch, almond butter in aroma and cup. Richly bittersweet, balanced structure with juicy, bright acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned red currant and butterscotch. A fine version of the classic Kenya cup: deep-toned, richly bittersweet, cocoa- and currant-driven."
"Colombia Antioquia La Papaya Bourbon Chiroso","94 Fresh Coffee","Taiwan","Medium-Light",94,"Crisp, high-toned, chocolaty. Brightly sweet dark chocolate, wisteria, Bing cherry, hazelnut, maple syrup in aroma and cup. Deeply sweet structure with citrusy acidity; full, viscous mouthfeel. Chocolaty and floral-toned in the long, pleasing finish. A washed Colombia cup redolent of high-quality chocolate, supported by delicate, sweet wisteria-like flowers."
"Ethiopia Gatame Muka Natural","Brain Helmet","United States","Medium-Light",93,"Richly sweet-tart, fruit-centered. Pomegranate, dark chocolate, toffee, cedar, narcissus-like flowers in aroma and cup. Tart-leaning structure with vibrant, juicy acidity; satiny-smooth mouthfeel. Finish consolidates to notes of pomegranate and cedar with dark chocolate undertones. A vivacious, bright, fruit-toned natural-processed Ethiopia cup."
"Ethiopia Duromina","Brain Helmet","United States","Medium-Light",90,"Delicate, sweetly herbaceous, caramel-toned. Lemon verbena, black tea, caramel, oak, a hint of honeysuckle in aroma and cup. Sweet-toned structure with gentle, round acidity; crisp, velvety mouthfeel. The quiet finish centers around notes of lemon verbena and caramel. A friendly, accessible washed Ethiopia with sweet herbal notes supporting the caramel-toned center."
"Ethiopia Shakiso Natural","Atomic Coffee Roasters","United States","Medium-Light",93,"Deeply aromatic, richly sweet-tart. Dried ripe cherry, honeysuckle, almond butter, baking chocolate, wine barrel in aroma and cup. Sweetly tart structure with fruit-toned, winy acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of almond butter and baking chocolate with support from dried cherry. A fruit-centered, natural-processed Guji cup with the slightest, very pleasant, hint of sweet ferment, evocative of an oak barrel that’s held a fine wine."
"Organic Panorama","Wonderstate Coffee","United States","Medium-Light",93,"Crisply sweet, floral-toned. Narcissus, plum, almond, baking chocolate, a hint of bay leaf in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Chocolaty and floral finish, crisp and resonant. A vibrant, richly sweet Ethiopia driven by deep floral and chocolate notes throughout."
"Organic Heartstrings","Wonderstate Coffee","United States","Medium-Light",92,"Sweetly tart, fruit-forward. Raspberry, dark chocolate, nougat, freesia, cedar in aroma and cup. Sweet-tart structure with wine-like acidity; satiny-smooth mouthfeel. Finish consolidates to notes of dark chocolate and cedar. A gently fruit-toned cup supported by spice-toned florals and rich dark chocolate suggestions."
"Organic Ethiopia Chelbessa Danche","Wonderstate Coffee","United States","Medium-Light",91,"Crisply sweet, cocoa-toned. Cocoa nib, apricot, fresh-cut fir, agave syrup, hazelnut butter in aroma and cup. Sweet in structure with pert acidity; velvety mouthfeel. Cocoa-toned finish with supporting notes of hazelnut and fresh-cut fir. A friendly, accessible Ethiopia cup with pleasing cocoa notes throughout, complicated by stone fruit and aromatic wood."
"Ka’u Red Caturra Peaberry","Origin Coffee Roasters","Hawai'i","Medium-Light",94,"Richly sweet-savory, cocoa-toned. Cocoa nib, pluot, brown sugar, candycap mushroom, Meyer lemon zest in aroma and cup. Sweet-tart structure with high-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of cocoa nib, pluot, and lemon zest. An umami undercurrent (think candycap mushroom) deepens this already rich, stone fruit- and cocoa-driven cup."
"Ka’u Red Caturra","Origin Coffee Roasters","Hawai'i","Medium-Light",93,"Deeply sweet, crisp, complex. Cocoa nib, guava, baking chocolate, honeysuckle, bay leaf in aroma and cup. Sweet-tart structure with brisk acidity, full, syrupy mouthfeel. Cocoa-toned in the finish supported by baking chocolate and honeysuckle. A balanced, vibrantly layered Ka’u cup with cocoa nib and honeysuckle-like flowers as throughlines."
"French Riviera","Cafe Arles","Taiwan","Medium",87,"Crisply sweet, chocolaty. Baking chocolate, gently scorched fir, raisin, lily, cashew in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Gently smoky aromatic wood notes and chocolatey cashew characterize the gently drying finish. A darker-roasted blend for those who prefer gentle acidity and a chocolate-toned cup."
"Wush Wush Ginbo Keffa Ethiopia","Equiano Coffee","United States","Medium-Light",95,"Profoundly sweet, fruit-forward, candy-like. Clementine orange, Jolly Rancher, milk chocolate, cane sugar, narcissus in aroma and cup. Sweet-toned structure with juicy, vibrant acidity; viscous, honey-like mouthfeel. The prolonged finish evokes cotton candy laced with milk chocolate. So headily perfumed that this Ethiopia Wush Wush reads like dessert, redolent with more fruit tones than we can name, enveloped by a rich milk chocolate."
"Burundi Karehe","Boon Boona Coffee","United States","Medium-Light",95,"Deeply sweet, richly tart, harmoniously balanced. Dried mango, dark chocolate, brown sugar, oolong tea, tangerine zest in aroma and cup. Sweet-tart structure with citrusy-bright acidity; full, round, syrupy mouthfeel. Lingeringly sweet, tropical fruit-driven finish. A robust, complex, multilayered Burundi cup with lavish tropical fruit notes, deep dark chocolate, and bittersweet citrus zest impulses. Particularly juicy acidity."
"Colombia Finca El Roblar","BeanFruit Coffee Co.","United States","Medium-Light",94,"Exceptionally high-toned, sweetly tart, chocolaty. Juicy peach, dark chocolate, caramel, pink peppercorn, fresh-cut cedar in aroma and cup. Sweet-tart structure with sparkling acidity; full, creamy mouthfeel. In the spice-toned finish sweet pink-peppercorn notes transform to something resembling Szechuan peppers, supported by dark chocolate and peach. A nuanced, voluptuous Colombia cup with distinct notes of stone fruit, dark chocolate, and complex peppercorn tones: balanced, bright, juicy, deep."
"Limu Ethiopia Natural","BLK & Bold","United States","Light",94,"Cleanly fruit-toned, tropical. Passion fruit, pineapple, honey, hazelnut, a hint of fresh yogurt in aroma and cup. Tart-leaning structure with bright acidity; plush, nectar-like mouthfeel. Finish simplifies to notes of crisply sweet pineapple with hazelnut undertones. A delightful fruit bomb of a coffee with an intriguing lactic acid note, perhaps due to processing: deeply sweet, richly aromatic, and compellingly original."
"Estelí Nicaragua","Dávila Kafe","United States","Medium-Light",94,"Intensely fruit- and spice-toned. Lychee, hibiscus flowers, cocoa nib, lemon verbena, a hint of cumin in aroma and cup. Sweet-savory structure with gently lively acidity; syrupy-smooth mouthfeel. The fresh, crisp finish centers around lychee, hibiscus and cocoa nib. A big, confident Maracaturra cup from Nicaragua with nuanced savory notes underpinning richly sweet fruit and herb leanings."
"Ethiopia Gera Estate Natural","Merge Coffee Company","United States","Light",94,"Berry-driven, delicately sweet, caramel-toned. Strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. Crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. Round, sweet, fruit-toned finish. Subtle aromatics build in intensity toward a juicy, elegant cup with an especially attractive berry-toned finish."
"Ethiopia Guji Natural","Portrait Coffee","United States","Light",94,"Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest. A friendly natural-processed Ethiopia cup with a fruit-centered character balanced by deep, creamy nut tones and lively lime zest."
"Ka’u Classic Medium Roast","Rusty's Hawaiian","Hawai'i","Medium",93,"Floral-toned, richly aromatic, chocolaty. Elegantly sweet structure with Meyer lemon-like acidity; full, viscous mouthfeel. Apricot, honey, lavender, baking chocolate, a hint of pipe tobacco in aroma and cup. The inviting finish leads with notes of baking chocolate and apricot, with pipe tobacco resurfacing in the long. A classic Typica profile — nuanced, balanced and quietly complex — with notes of stone fruit, chocolate and an intriguing whisper of pipe tobacco."
"Safari Blend","Kahawa 1893","United States","Medium-Light",92,"Crisp, bright, floral-toned. Pluot, star jasmine, cocoa nib, black tea, lemon zest in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish is redolent with pluot and cocoa nib. A sweet, high-toned Kenya cup driven by notes of stone fruit and cocoa nib, anchored by a black tea-like suggestion."
"East Fourteenth","Red Bay Coffee","United States","Medium",92,"Low-toned, deep, richly sweet. Dried fig, dark chocolate, pistachio, gardenia, spice box in aroma and cup. Sweet-toned structure with gentle, round acidity; big, creamy mouthfeel. The finish is all about dark chocolate, with hints of fig and gardenia. A deftly darker-roasted Tanzania cup, profiled to bring out the inherent dark chocolate potential of the green coffee, but without introducing woody or roasty notes."
"Kenya Kapsakiso","RND","United States","Medium",92,"Richly chocolaty, sweetly herbaceous. Chocolate fudge, lemon verbena, blackberry, agave syrup, cedar in aroma and cup. Sweetly tart structure with juicy, citrusy acidity; velvety mouthfeel. The resonant finish consolidates to notes of blackberry, chocolate fudge, and cedar. A friendly, inviting Kenya cup: chocolaty and berry-driven with especially vibrant acidity."
"Jacmel Haiti","Dávila Kafe","United States","Medium-Light",90,"Crisply sweet, caramel- and nut-toned. Nougat, walnut, Bosc pear, fresh-cut fir, a hint of cardamom in aroma and cup. Sweet in structure with brisk acidity; satiny, delicate mouthfeel. The gently drying finish leads with caramel and pear in the short, resolving to walnut and fir in the long.  A gentle, sweetly nut-toned coffee from the underrepresented origin of Haiti. Quietly lovely."
"Indonesian Sumatra Blend","Southeastern Roastery","United States","Medium-Light",93,"Deep-toned, sweetly herbaceous and earthy. Dried stone fruit medley, petrichor, cocoa powder, pipe tobacco, a hint of eucalyptus in aroma and cup. Sweetly savory structure with wine-toned acidity; very full, syrupy-smooth mouthfeel. Gentle spice- and cocoa-toned finish. A nuanced, multi-layered Sumatra blend that plays sweet-savory and spice-toned off richly earthy: a friendly, accessible, classic Sumatra cup."
"Colombia Huila Geisha Las Mieles","Dr. Bean's Coffee Roasters","United States","Light",92,"Deep-toned, richly sweet. Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate characterize the inviting finish. An accessible honey-processed Colombia Geisha with notes of chocolate and baking spices as pleasing throughline."
"Miraflores Colombia","JBC Coffee Roasters","United States","Medium-Light",95,"Crisply sweet, richly high-toned. Pink grapefruit zest, cocoa nib, black cherry, dried hibiscus, cedar in aroma and cup. Sweet-tart structure with bright, citrusy acidity; plush, syrupy mouthfeel. Flavor-saturated finish with especially distinct notes of black cherry and cocoa nib. A rich, juicy, exhilarating Colombia cup: sweetly tart with herb-toned floral and resonant cocoa notes."
"Kenya Gatuya","Drink Coffee Do Stuff","United States","Medium-Light",94,"Bright, sweetly savory, deep-toned. Black currant, dark chocolate, cedar, hop flowers, jasmine in aroma and cup. Richly bittersweet structure with floral-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of black currant, dark chocolate and hop flowers. A big, juicy, classic Kenya cup with distinct black currant notes characteristic of the origin, deep tones of dark chocolate throughout, and two differing floral tones, one savory (hop flowers) and one sweet (jasmine)."
"Flight Seasonal Espresso","Red Rooster Coffee Roaster","United States","Medium-Light",94,"Evaluated as espresso. Deep, rich, sweetly tart. Dried mulberry, chocolate fudge, lime zest, bay leaf, brown sugar in aroma and small cup. Viscous, syrupy mouthfeel; berry-toned, chocolaty finish. In cappuccino-scaled milk, suggests an adult dessert, with berry and sweet herb notes laced with fudge.  A juicy espresso blend that combines two fine Ethiopia coffees, a natural-processed and a wet-processed. Saturated with fruit, floral and chocolate notes, both in the straight shot and in milk."
"Kenya Gicherori","Temple Coffee Roasters","United States","Medium-Light",94,"Rich-toned, deeply expressed, complex. Black currant, toffee, jasmine, pink grapefruit zest, baking spices in aroma and cup. Complex, bittersweet structure with juicy-bright acidity; lush, syrupy mouthfeel. Resonantly, lingering finish with notes of black currant and jasmine in the short, pink grapefruit zest and baking spices in the long — all held together by a sweet depth redolent of toffee. A nuanced, juicy, high-toned Kenya cup expressing admired and classic descriptors associated with the origin, including hallmark black currant and spice-toned, jasmine-like flowers."
"Ethiopia Duromina Agaro Gera","SkyTop Coffee","United States","Medium-Light",93,"Fruit-toned, tropical. Lychee, guava, cocoa nib, violet, sandalwood in aroma and cup. Sweet-tart structure with crisp, high-toned acidity; lightly syrupy mouthfeel. The finish centers around lychee and sandalwood notes. A particularly fruit-centered washed-process Ethiopia cup, tropical leaning in its aromatics with a mysterious and pretty note of sandalwood running throughout."
"Ethiopia Kayon Mountain (Natural)","Red Rooster Coffee Roaster","United States","Light",94,"Fruit-toned, richly floral. Wild strawberry, lilac, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with citrusy acidity; full, creamy mouthfeel. The finish is all strawberry, lilac and chocolate. A fruit and flower extravaganza; this clean natural-processed cup offers an abundance of berry, sweet floral, and dark chocolate notes, all in balance and lucidly expressed."
"Peru San Ignacio Calazobo Lot 2 FTO","SkyTop Coffee","United States","Medium-Light",93,"Chocolaty and stone fruit-driven. Apricot, milk chocolate, narcissus, maple syrup, cedar in aroma and cup. Sweet structure with mild acidity; full, satiny-smooth mouthfeel. Finish consolidates to notes of milk chocolate and cedar with hints of apricot. A welcoming, balanced, richly sweet Peru with a lilting throughline of milk chocolate; particularly satisfying mouthfeel and gentle acidity."
"Ethiopia Kayon Mountain (Washed)","Red Rooster Coffee Roaster","United States","Light",94,"Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish centers around notes of apricot and narcissus with undertones of almond brittle. A delicate, confident, multi-layered Ethiopia cup that delivers stone fruit, deep florals, and juicy-bright acidity. "
"Sahara Sunrise","421 Brew House","Canada","Medium-Light",90,"Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, magnolia, pear, fresh-cut fir in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to hazelnut and cocoa nib with fir undertones. An easygoing, comfortable Rwanda cup characterized by nut-toned cocoa and crisp pear notes."
"Amazon Haze","421 Brew House","Canada","Medium",86,"Cocoa-toned, gently roasty. Cocoa powder, lightly scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-savory structure with barely perceptible acidity; velvety, heavyish mouthfeel. Gently drying wood-framed finish with hints of cocoa powder and lily. A darker-roasted Guatemala cup that foregrounds notes of lightly scorched aromatic wood and sweet cocoa powder."
"Organic Peru","Emiliani Coffee","United States","Medium-Light",92,"Chocolaty, sweetly nut-toned. Baking chocolate, cashew butter, raisin, gardenia, molasses in aroma and cup. Sweet structure with brisk acidity; crisp, satiny mouthfeel. The nut-toned finish is supported by notes of baking chocolate and raisin. A friendly, balanced cup that leads with chocolate and nut tones, crisply sweet with floral undertones."
"Organic Sumatra","Emiliani Coffee","United States","Medium",91,"Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity; full, satiny mouthfeel. Resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes. A classic Sumatra cup, with deep sweetness and rich earth in balance, darker-roasted to bring out the chocolate notes."
"Organic Mexico","Emiliani Coffee","United States","Medium-Light",90,"Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. The quiet finish centers around notes of cocoa-toned date and cedar. A pleasing Chiapas cup, floral-driven with ballast from suggestions of cocoa and aromatic wood."
"Ethiopia Dame Dabaye","Indaba Coffee Roasters","United States","Medium-Light",95,"Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance.  An exquisitely balanced washed-process Ethiopia cup with leading notes of delicate but deep florals, ripe stone fruit and a richly sweet herb tones."
"Ethiopia Suke Quto","Indaba Coffee Roasters","United States","Medium-Light",93,"Brightly fruit-toned, deeply sweet-tart. Pomegranate, jasmine, honey, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with brisk acidity; full, creamy mouthfeel. Finish consolidates to notes of jasmine, honey and grapefruit. A cleanly fruit-forward natural-process Ethiopia cup with a particularly full yet lively mouthfeel."
"Gelena Abaya Natural","Indaba Coffee Roasters","United States","Medium-Light",91,"Crisply sweet, delicately fruit-toned. Blueberry, baking chocolate, oak, agave syrup, magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Blueberry and baking chocolate lead the short finish, with magnolia returning in the long. A straight-ahead natural-process Yirgacheffe with classic blueberry top notes and pleasing chocolate undertones."
"Kenya Nyeri AB Nyeshun","Kakalove Cafe","Taiwan","Medium-Light",96,"Bright yet deep-toned, sweet-tart-savory, intensely floral. Mango, dark chocolate, hop flowers, lilac, wild honey in aroma and cup. Richly bittersweet structure with juicy-bright acidity; viscous, nectar-like mouthfeel. Flavor-saturated, chocolaty finish. A balanced yet supremely intricate Kenya cup that hits all the notes: tropical fruit, deep chocolate, both savory and sweet florals, and a distinct wild honey."
"Ethiopia Guji Bishala","Kakalove Cafe","Taiwan","Medium-Light",94,"Delicately sweet-tart, floral-toned. Narcissus, apricot, cocoa nib, lemon verbena, frankincense in aroma and cup. Sweet-tart structure with delicately juicy acidity; very full, syrupy mouthfeel. Cocoa nib and narcissus focus the long, lingering finish. An elegant, floral-driven washed-process Ethiopia cup that presents in the cup with quiet confidence."
"Ethiopia Wegida Natural","Wonderstate Coffee","United States","Light",94,"Deep-toned, sweet-savory. Lychee, rose hips, sandalwood, dark chocolate, marjoram in aroma and cup. Sweet-savory structure with citrusy acidity; viscous, satiny mouthfeel. The resonant finish leads with lychee and rose hips, rounding to crisp chocolate and marjoram in the long. A very balanced, clean natural-processed Ethiopia with a sweetly herb- and stone fruit-driven palate; exceptionally pretty, plush mouthfeel."
"Guatemala Bella Carmona","Atom Coffee Roasters","Taiwan","Medium-Light",93,"Deep-toned, cleanly fruit-centered. Pineapple, violet candy, almond brittle, cedar, brown sugar in aroma and cup. Sweet structure with brisk acidity; silky-smooth, lively mouthfeel. The finish is quietly flavor-saturated. An elegantly fruit-toned Guatemala cup with intimations of candied violets and almond brittle-like depth."
"Olvin Valle Honduras","Triple Coffee Co.","United States","Medium-Light",93,"Berry-toned, sweetly tart. Raspberry, grapefruit, cashew butter, cedar, freesia-like flowers in aroma and cup. Sweet-tart structure with juicy, bright acidity; satiny-smooth mouthfeel. Berry- and citrus-toned finish with hints of cedar and freesia. Brightly fruit-forward: distinct berry notes, rich-toned citrus zest and aromatic wood."
"Honduras","Small Eyes Cafe","Taiwan","Medium-Light",93,"Crisply sweet, nut-toned, richly floral. Almond butter, lilac, lemon verbena, red apple, oak in aroma and cup. Sweet structure with soft, round acidity; very full, syrupy-smooth mouthfeel. Lemon verbena supports the resonantly nut-toned finish. A pretty Honduras cup with deeply sweet nut tones, delicate florals and citrusy herb notes."
"Honduras San Vincent","Per'la Specialty Roasters","United States","Medium-Light",92,"Sweetly pungent, richly nut- and floral-toned. Magnolia, hazelnut butter, baking chocolate, plum, agave syrup in aroma and cup. Sweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. The rich-toned finish consolidates to notes of magnolia and hazelnut butter with undertones of red plum. A balanced cup redolent of Nutella (chocolate and hazelnut spread) with particularly lively mouthfeel."
"Tarrazu Asocafé Canet","CofFeeling","Taiwan","Medium-Light",92,"Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to notes of cocoa-toned plum, lime zest, fir. A zesty-sweet floral, chocolaty and citrusy Costa Rica cup."
"Ethiopia Sheka Kawo Kamina Natural","Paradise Roasters","United States","Medium-Light",95,"Complex — floral, citrusy, and multi-layered. Lime blossom, bergamot, lemon verbena, cocoa nib, frankincense in aroma and cup. Deeply sweet structure with high-toned, vibrant acidity. Rich, syrupy mouthfeel. The resonant, flavor-saturated finish goes on and on. Impressively balanced for all its citrusy leanings, this lovely natural-processed Ethiopia cup has layers of nuance — flowers, fruit, cocoa, in particular. "
"Black Swan Blend","Kakalove Cafe","Taiwan","Medium-Light",94,"Evaluated as espresso. Richly sweet-savory, harmoniously integrated. Violet, tangerine zest, dried apricot, cashew butter, a hint of dill in aroma and small cup. Full, syrupy mouthfeel; sweetly tart finish with savory undertones. Deep and umami-rich in three parts milk, with sweet dill juxtaposed with apricot and cashew. An unusual and intriguing savory-leaning espresso blend with notes of dried fruit, citrus zest, delicate florals and underlying sweet herb tones."
"Kona Champagne Natural Black Rock Farm","Paradise Roasters","United States","Light",93,"Deeply aromatic, tropical fruit-toned. Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; delicate, silky-smooth mouthfeel. Quietly fruit-centered finish with hints of cocoa nib. An elegant wine-yeast-fermented natural-processed Kona cup with heady aromatics and lilting acidity."
"Guatemala Washed El General Lot SummerEnd 2020","Kakalove Cafe","Taiwan","Medium-Light",93,"Evaluated as espresso. Balanced, richly sweet. Black cherry, almond, cedar, baker’s chocolate, magnolia in aroma and small cup. Full, satiny body; chocolaty, wood-framed finish. Dark chocolate notes lead the way in three parts milk, supported by notes of black cherry and almond. An easygoing single-origin Guatemala espresso, rich-toned, chocolaty and floral, both in the straight shot and in milk."
"Crescent Blend","Kakalove Cafe","Taiwan","Medium",92,"Evaluated as espresso. Richly bittersweet, cocoa-toned. Cocoa powder, molasses, pecan, lily, red apple in aroma and small cup. Creamy mouthfeel; cocoa-toned finish with hints of pecan. In cappuccino-scaled milk, cocoa notes are amplified and lily resurfaces. A sweetly nutty, cocoa-driven espresso blend with an especially creamy mouthfeel."
"Ethiopia Guji Uraga","De Clieu Coffee","Taiwan","Medium-Light",93,"Crisp, delicate, richly sweet. Yellow plum, cocoa powder, narcissus, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with lively acidity; full, satiny mouthfeel. Cocoa-toned plum and a hint of narcissus enliven the quiet finish. A washed-process Ethiopia cup with leading notes of stone fruit and spicy florals and an appealingly bright structure."
"Costa Rica Perla Negra","Durango Coffee Company","United States","Medium",92,"Sweet, crisp, fruit-toned. Raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned raspberry and fir. A berry-centered natural-process Costa Rica cup with delicate cocoa, floral and aromatic wood notes."
"Indonesia Lintong Mandheling","Peacock Coffee Roaster","Taiwan","Medium-Light",94,"Deep, complex, sweetly pungent. Red currant, dark chocolate, moist fresh-fallen leaves, maple syrup, star jasmine in aroma and cup. Crisply sweet-savory in structure; plush, buoyant mouthfeel. Flavor resonates long into a richly drying finish. A fine example of a traditional Sumatra cup: viscous, juicy, aromatically driven by deep, earth-toned fruit and dry chocolate."
